doesHaveLinks,doesHaveSpammyWords,lengthOfText,numberOfSymbols,numberOfWordsContainingLettersAndNumbers,numberOfWordsContainingOnlyLetters,numberOfWordsContainingOnlyUppercaseLetters,class label
False,False,415,28,0,63,5,ham
False,True,181,13,0,19,4,spam
False,False,32,0,0,6,0,ham
False,False,22,1,0,2,0,ham
False,False,40,4,0,4,0,ham
False,False,24,1,0,5,0,ham
False,False,160,3,1,22,26,ham
False,False,80,0,0,17,1,ham
False,False,27,1,0,6,1,ham
False,True,155,4,0,23,0,spam
False,False,237,15,0,27,0,ham
False,False,134,5,0,20,0,ham
False,False,33,1,0,6,0,ham
False,True,153,7,2,18,2,spam
False,False,80,0,0,18,1,ham
False,False,45,3,0,6,0,ham
False,False,48,2,0,6,1,ham
False,False,148,11,0,25,0,ham
False,False,156,6,0,26,1,ham
False,False,38,6,0,5,0,ham
False,False,49,3,0,8,0,ham
False,False,38,4,0,7,0,ham
False,False,48,2,0,7,0,ham
False,False,22,3,0,3,1,ham
False,False,98,1,0,16,0,ham
False,True,159,10,1,24,4,spam
False,True,124,3,0,21,2,spam
False,False,149,10,0,26,0,ham
False,False,37,6,0,2,0,ham
False,False,22,1,0,4,0,ham
False,False,33,2,0,6,0,ham
False,False,83,4,0,14,0,ham
False,False,24,7,0,0,0,ham
False,False,38,0,0,9,1,ham
False,False,129,1,0,25,0,ham
False,False,85,7,0,14,0,ham
False,False,46,4,0,10,1,ham
False,False,87,2,0,15,0,ham
False,False,106,12,1,14,2,ham
False,False,95,4,0,10,0,ham
False,False,86,3,0,14,1,ham
False,False,107,2,0,20,2,ham
False,False,40,1,0,7,0,ham
False,True,120,3,2,14,3,spam
False,True,137,5,0,26,0,spam
False,False,33,0,0,9,1,ham
False,False,146,1,0,31,0,ham
False,False,136,2,0,28,0,ham
False,True,140,3,1,20,2,spam
False,False,100,3,0,16,1,ham
False,False,64,4,0,12,1,ham
False,False,73,2,0,15,0,ham
False,False,146,8,0,25,0,ham
False,False,39,4,0,4,0,ham
False,False,32,2,0,5,0,ham
False,False,65,4,0,12,0,ham
False,False,41,8,0,5,1,ham
False,False,152,4,0,32,3,ham
False,False,9,3,0,1,0,ham
False,False,34,3,0,6,1,ham
True,True,153,9,1,18,0,spam
False,False,66,2,0,13,1,ham
False,True,160,5,2,20,3,spam
False,True,137,4,2,20,1,spam
False,False,133,14,0,21,0,ham
False,False,125,3,1,27,1,ham
False,False,132,5,0,22,0,ham
False,False,44,4,0,7,0,ham
False,False,42,4,0,5,0,ham
False,False,142,5,0,21,2,ham
False,False,62,5,0,10,1,ham
False,False,54,4,0,9,1,ham
False,False,54,4,0,7,0,ham
False,False,54,4,0,6,4,ham
False,False,90,4,0,16,19,ham
False,False,111,5,0,18,0,ham
False,False,22,1,0,4,0,ham
False,False,22,1,0,4,1,ham
False,False,57,8,0,6,1,ham
False,False,24,1,0,3,0,ham
True,True,138,12,3,14,6,spam
False,False,38,2,1,5,0,ham
False,False,32,4,0,5,0,ham
False,False,70,5,0,10,0,ham
False,False,25,12,0,1,0,ham
False,False,96,4,0,17,4,ham
False,True,177,2,2,25,1,spam
False,False,97,8,0,12,0,ham
False,False,27,4,0,3,0,ham
False,False,9,1,0,1,2,ham
False,False,42,1,0,9,1,ham
False,False,61,1,0,12,0,ham
False,False,51,1,0,9,0,ham
False,False,28,4,0,2,0,ham
False,False,22,2,0,4,0,ham
False,False,26,3,0,2,0,ham
False,False,78,2,0,12,0,ham
False,False,51,2,0,7,0,ham
False,False,42,1,0,7,0,ham
True,True,169,4,5,18,2,spam
False,False,247,17,0,38,0,ham
False,False,81,2,0,16,0,ham
False,False,15,0,0,4,4,ham
False,False,28,2,0,5,1,ham
False,False,28,0,0,6,0,ham
False,False,78,5,0,7,0,ham
False,False,60,8,0,6,0,ham
False,True,156,2,4,20,1,spam
False,False,59,1,0,12,1,ham
False,False,59,2,0,10,1,ham
False,False,146,15,0,22,1,ham
False,False,73,0,0,17,1,ham
False,False,47,4,0,6,0,ham
False,True,154,8,3,15,3,spam
False,False,152,8,0,30,0,ham
False,False,31,2,0,4,0,ham
False,False,66,4,0,9,0,ham
False,False,19,3,0,3,0,ham
False,False,57,1,0,12,0,ham
False,False,100,1,0,18,1,ham
False,False,22,1,0,3,0,ham
False,False,44,0,0,11,1,ham
False,True,146,9,3,12,2,spam
False,True,133,9,1,8,2,spam
False,False,67,1,0,12,0,ham
False,True,126,6,1,14,0,spam
False,False,84,2,0,14,0,ham
False,False,48,4,0,7,0,ham
False,False,43,4,0,7,0,ham
False,False,69,3,0,11,0,ham
False,False,27,0,0,6,1,ham
False,False,72,2,0,14,0,ham
False,True,149,7,2,19,2,spam
False,False,28,3,0,3,0,ham
False,False,133,3,0,25,1,ham
False,False,98,1,0,20,0,ham
True,True,135,12,4,14,6,spam
False,False,70,3,0,12,0,ham
False,True,109,7,0,10,2,spam
False,False,41,1,0,7,1,ham
False,False,111,6,0,21,1,ham
False,False,97,1,0,17,1,ham
False,False,89,5,0,12,0,ham
False,False,31,2,0,3,0,ham
False,False,89,2,0,17,0,ham
False,False,142,5,0,24,2,ham
False,False,43,0,0,9,1,ham
False,False,46,4,0,7,0,ham
False,False,111,15,0,14,2,ham
False,False,27,3,0,5,0,ham
False,True,159,6,2,16,0,spam
False,False,175,6,0,28,0,ham
False,False,42,1,0,7,1,ham
False,False,138,14,0,21,0,ham
False,False,50,5,0,7,0,ham
False,True,145,2,2,17,0,spam
False,False,30,0,0,7,1,ham
False,False,49,4,0,6,1,ham
False,False,91,5,0,13,1,ham
False,False,36,3,0,7,0,ham
False,False,30,6,0,4,1,ham
False,False,63,13,0,5,0,ham
False,False,119,4,0,18,2,ham
False,True,132,3,1,13,1,spam
False,False,26,0,0,7,0,ham
False,False,82,11,0,10,0,ham
False,True,160,5,2,21,0,spam
False,False,23,1,0,3,0,ham
False,True,137,6,5,11,4,spam
False,False,53,10,1,1,0,ham
False,False,66,7,0,10,1,ham
False,True,132,2,3,19,1,spam
False,False,62,6,0,7,0,ham
False,False,74,6,0,11,0,ham
False,True,158,4,1,21,0,spam
False,False,93,3,0,17,0,ham
False,False,29,1,0,5,0,ham
False,False,43,2,0,8,0,ham
False,False,119,5,1,8,11,ham
False,False,256,19,0,33,0,ham
False,False,51,5,0,8,1,ham
False,False,21,3,0,2,0,ham
False,False,51,2,0,8,0,ham
False,False,85,4,0,16,0,ham
False,False,94,4,0,14,0,ham
False,False,22,1,0,4,1,ham
False,False,31,1,0,6,0,ham
False,False,24,2,0,2,0,ham
False,False,46,1,0,8,1,ham
False,False,65,7,0,9,0,ham
False,False,32,2,0,5,0,ham
False,False,120,6,0,11,0,ham
False,False,36,3,0,3,0,ham
False,False,71,7,0,10,0,ham
False,False,70,0,0,15,0,ham
False,True,149,6,0,19,1,spam
False,False,166,6,0,27,1,ham
False,False,32,2,0,4,0,ham
False,False,41,2,0,7,1,ham
False,True,153,3,0,22,0,spam
False,False,98,1,0,17,1,ham
False,False,446,21,2,76,3,ham
False,False,150,17,0,20,2,ham
False,False,47,1,0,8,0,ham
False,False,57,0,1,13,14,ham
False,False,154,8,0,22,5,ham
False,False,33,1,0,4,0,ham
False,True,47,1,0,5,0,spam
False,False,27,4,0,2,0,ham
False,True,159,4,1,23,1,spam
False,False,91,2,1,15,2,ham
False,False,39,3,0,8,0,ham
True,True,156,8,1,17,1,spam
False,False,53,2,0,6,0,ham
False,False,88,11,0,7,0,ham
False,False,28,1,0,4,0,ham
False,False,43,1,0,9,1,ham
False,True,44,1,0,4,1,spam
False,False,32,7,0,4,1,ham
False,False,71,5,0,8,12,ham
False,False,30,1,0,5,0,ham
False,False,154,4,0,30,1,ham
False,False,107,13,0,16,1,ham
False,False,101,3,0,16,0,ham
False,False,31,1,0,5,0,ham
False,False,49,1,0,11,1,ham
False,False,281,30,5,38,0,ham
False,False,37,1,0,7,0,ham
False,False,70,5,0,11,0,ham
False,False,114,9,0,15,0,ham
False,False,116,7,0,18,0,ham
False,False,47,3,0,5,0,ham
False,False,27,2,0,4,0,ham
False,False,87,1,0,16,0,ham
False,True,164,12,5,12,5,spam
False,False,88,7,0,16,2,ham
False,False,228,6,0,42,4,ham
False,False,102,2,0,16,1,ham
True,True,162,7,4,18,3,spam
False,False,133,3,0,24,0,ham
False,False,88,0,0,19,0,ham
False,False,36,4,0,4,0,ham
False,False,77,11,0,12,1,ham
False,False,104,4,0,12,0,ham
False,True,156,4,2,23,1,spam
False,False,87,7,0,15,0,ham
False,False,28,2,0,4,0,ham
False,False,130,8,0,19,0,ham
False,False,79,3,0,13,0,ham
False,False,184,6,0,31,0,ham
False,False,53,1,0,9,0,ham
False,False,31,6,0,3,0,ham
False,False,85,2,0,18,20,ham
False,False,77,3,0,10,1,ham
False,False,23,3,0,4,1,ham
False,False,76,2,1,11,1,ham
False,False,28,0,0,6,0,ham
False,False,30,4,0,4,0,ham
False,False,75,3,0,14,2,ham
False,False,36,3,0,4,0,ham
False,False,23,0,0,6,0,ham
False,True,160,9,5,13,2,spam
False,False,33,2,0,5,2,ham
False,False,99,4,0,19,3,ham
False,False,24,0,0,5,0,ham
False,False,67,2,0,12,0,ham
False,False,24,2,0,3,0,ham
False,False,85,4,0,17,1,ham
False,False,28,2,0,5,1,ham
False,False,46,3,0,6,0,ham
False,False,4,1,0,1,1,ham
False,False,55,2,0,4,0,ham
False,False,93,6,0,12,0,ham
False,False,70,3,0,9,0,ham
False,False,86,4,1,12,0,ham
False,True,119,5,0,17,7,spam
False,False,101,4,0,20,0,ham
False,False,157,12,0,24,5,ham
False,False,49,5,0,8,1,ham
False,False,25,2,0,4,1,ham
False,False,35,1,0,6,1,ham
False,False,48,3,0,8,0,ham
False,False,43,0,0,10,1,ham
False,False,27,0,0,5,1,ham
False,False,18,1,0,3,4,ham
False,False,4,0,0,1,0,ham
False,True,142,6,0,22,1,spam
False,True,156,2,0,25,2,spam
False,False,22,2,0,2,0,ham
False,False,69,9,0,11,0,ham
False,False,37,3,0,4,0,ham
False,False,39,6,0,6,0,ham
False,False,134,3,0,25,0,ham
False,True,150,3,1,23,2,spam
False,False,85,3,0,15,1,ham
False,False,116,5,0,16,1,ham
False,False,42,2,0,7,0,ham
True,True,151,7,0,16,0,spam
False,True,164,12,5,12,5,spam
False,False,40,1,0,7,8,ham
False,False,23,2,0,2,0,ham
False,False,61,4,0,11,0,ham
False,True,160,3,3,19,1,spam
False,False,43,5,0,7,1,ham
False,False,109,14,0,13,2,ham
False,False,30,2,0,3,0,ham
False,False,329,6,0,55,1,ham
False,False,91,1,0,17,0,ham
False,False,31,1,0,5,0,ham
False,False,29,3,0,3,0,ham
False,False,22,1,0,3,0,ham
True,True,136,12,4,14,6,spam
False,False,40,3,0,8,1,ham
False,False,29,1,0,7,2,ham
False,False,38,1,0,8,0,ham
False,False,41,0,0,8,1,ham
False,False,51,1,0,10,0,ham
False,False,35,0,0,8,1,ham
False,False,89,6,0,13,0,ham
False,False,51,6,0,6,0,ham
False,False,40,1,0,10,2,ham
False,False,110,7,1,16,23,ham
False,False,141,2,1,24,2,ham
False,False,45,8,0,2,0,ham
False,False,71,3,0,10,1,ham
False,True,146,11,0,8,4,spam
False,False,35,1,0,7,0,ham
False,False,29,2,0,4,0,ham
False,False,143,3,1,30,2,ham
False,True,159,2,1,24,7,spam
False,False,48,2,0,7,0,ham
False,False,21,2,0,3,0,ham
False,False,98,2,0,19,0,ham
False,False,136,12,0,15,0,ham
False,True,155,1,1,24,0,spam
False,False,32,0,0,8,1,ham
False,False,43,3,0,5,0,ham
False,False,48,5,0,7,0,ham
False,False,25,0,0,6,1,ham
False,False,19,3,0,2,0,ham
False,False,133,18,0,16,1,ham
False,False,66,3,0,9,0,ham
False,False,58,4,0,9,1,ham
False,False,119,6,0,17,1,ham
False,False,53,10,1,1,0,ham
False,False,38,4,0,5,1,ham
False,False,45,2,0,7,1,ham
False,True,127,7,2,13,4,spam
False,False,99,4,0,16,0,ham
False,False,77,2,0,13,0,ham
False,False,55,0,0,13,0,ham
False,False,23,0,0,5,1,ham
False,False,21,6,0,1,0,ham
False,False,33,2,0,5,0,ham
False,False,46,9,0,3,0,ham
False,False,23,2,0,2,0,ham
False,False,82,1,0,17,0,ham
False,False,127,10,0,19,1,ham
False,False,74,2,0,10,3,ham
False,False,23,2,0,4,0,ham
False,False,65,2,0,10,1,ham
False,False,275,30,1,40,2,ham
False,False,26,2,1,2,0,ham
False,False,152,1,0,32,33,ham
False,False,45,2,0,6,1,ham
False,False,3,1,0,0,1,ham
True,True,145,9,3,18,3,spam
False,False,51,3,0,8,0,ham
False,False,45,1,0,9,0,ham
False,False,152,8,1,23,1,ham
False,False,42,4,0,5,0,ham
False,False,101,6,0,15,0,ham
False,False,29,1,0,5,0,ham
False,False,63,2,0,11,0,ham
False,False,168,15,0,26,0,ham
False,True,144,4,3,15,2,spam
False,False,109,25,0,3,2,ham
False,False,35,7,0,2,0,ham
False,False,38,4,0,5,0,ham
False,False,49,0,0,12,1,ham
False,False,31,1,0,5,0,ham
False,False,24,0,0,6,0,ham
True,True,156,8,2,16,7,spam
False,False,40,4,0,6,0,ham
False,False,113,25,0,12,4,ham
False,False,119,9,0,19,1,ham
False,False,50,3,1,7,0,ham
False,False,23,1,0,4,0,ham
False,False,47,5,0,6,1,ham
False,True,155,9,3,14,3,spam
False,False,38,0,0,8,1,ham
True,True,157,4,3,17,3,spam
False,False,51,1,0,11,0,ham
False,False,32,0,0,7,0,ham
False,False,125,5,0,17,0,ham
False,False,36,1,0,8,0,ham
False,False,55,3,0,7,0,ham
False,False,23,1,0,4,1,ham
False,False,35,0,0,7,2,ham
False,False,87,8,0,12,0,ham
False,False,71,6,0,11,1,ham
False,False,94,6,0,18,0,ham
False,False,97,4,0,14,0,ham
False,False,51,0,0,12,0,ham
False,False,23,1,0,4,0,ham
False,False,162,8,0,25,0,ham
False,False,82,4,0,14,0,ham
False,False,32,2,0,4,1,ham
False,False,146,8,0,24,0,ham
False,False,121,12,0,17,1,ham
False,False,40,1,0,8,0,ham
False,True,157,3,3,23,6,spam
False,False,27,2,0,3,0,ham
False,False,28,4,0,3,1,ham
False,False,97,3,0,18,2,ham
False,False,159,10,0,28,4,ham
False,False,28,1,0,3,0,ham
False,False,36,1,0,7,0,ham
False,False,64,7,0,10,0,ham
False,False,30,2,0,4,0,ham
False,False,26,3,0,2,0,ham
False,False,189,7,0,21,0,ham
False,False,160,13,0,26,0,ham
False,False,26,1,0,4,0,ham
False,False,29,1,0,4,0,ham
False,False,24,1,0,4,0,ham
False,False,29,2,0,3,0,ham
False,False,47,2,0,8,0,ham
False,False,72,1,1,14,1,ham
False,False,37,2,0,6,1,ham
False,False,125,9,0,15,0,ham
False,False,52,4,0,4,0,ham
False,False,192,17,0,23,0,ham
False,False,126,2,0,24,0,ham
False,False,39,7,0,5,0,ham
False,False,25,1,0,5,0,ham
False,False,35,4,0,2,0,ham
False,False,33,2,0,5,0,ham
False,False,38,1,0,7,0,ham
False,True,156,7,3,12,2,spam
False,False,77,3,0,10,0,ham
False,False,38,1,0,6,0,ham
False,False,17,2,0,2,1,ham
False,False,130,22,0,14,3,ham
False,False,133,5,1,22,0,ham
False,False,40,1,0,10,3,ham
False,False,11,4,0,0,0,ham
False,False,45,2,0,6,0,ham
False,False,67,10,0,7,1,ham
False,False,40,2,0,5,0,ham
False,False,84,11,0,11,2,ham
False,False,100,6,0,18,5,ham
False,False,145,20,0,15,1,ham
False,False,30,2,0,3,0,ham
False,False,2,0,0,1,0,ham
False,False,125,6,0,19,0,ham
False,False,133,15,0,15,0,ham
False,False,56,5,0,5,0,ham
False,False,42,3,0,4,0,ham
False,False,70,5,0,7,0,ham
False,False,50,2,0,8,1,ham
False,True,112,5,1,12,0,spam
False,True,106,4,0,11,0,spam
False,True,157,2,2,22,7,spam
False,False,135,4,0,22,1,ham
False,True,156,7,0,17,3,spam
False,False,46,5,0,8,0,ham
False,True,139,4,0,22,0,spam
False,False,38,2,0,8,0,ham
False,False,46,4,0,7,0,ham
False,False,44,2,0,9,1,ham
False,False,212,13,0,32,7,ham
False,False,51,1,0,10,1,ham
False,False,116,6,0,16,1,ham
False,True,90,3,0,11,1,spam
True,True,160,6,3,19,2,spam
False,False,80,0,0,15,0,ham
False,False,48,2,0,6,0,ham
False,True,42,3,0,4,0,spam
False,False,64,6,0,11,1,ham
False,False,88,3,0,12,0,ham
False,False,161,6,1,25,3,ham
False,False,147,1,0,25,0,ham
False,False,24,2,0,3,0,ham
False,False,101,9,0,15,1,ham
False,False,40,3,0,7,9,ham
False,False,36,5,0,3,0,ham
False,False,26,0,0,5,0,ham
False,False,23,1,0,3,0,ham
False,False,59,0,0,14,2,ham
False,False,104,5,0,15,0,ham
False,False,41,1,0,7,1,ham
False,False,50,1,0,11,0,ham
False,False,40,1,0,7,0,ham
False,False,29,1,0,2,0,ham
False,False,49,3,0,8,0,ham
False,False,45,1,0,7,0,ham
False,False,163,17,0,21,3,ham
False,False,86,0,1,19,3,ham
False,False,129,2,0,25,0,ham
False,False,40,6,0,7,1,ham
False,False,69,7,1,7,0,ham
False,False,28,1,0,5,0,ham
False,False,34,0,0,8,0,ham
False,False,162,12,0,28,2,ham
False,False,23,4,0,4,0,ham
False,False,39,2,0,7,0,ham
False,False,82,6,0,13,1,ham
False,False,36,3,0,8,1,ham
False,False,80,3,1,12,0,ham
False,False,81,0,2,15,1,ham
False,False,10,0,0,2,0,ham
False,False,90,2,0,15,1,ham
False,False,112,3,0,18,1,ham
False,False,40,2,0,6,1,ham
False,False,72,5,0,11,0,ham
False,False,82,8,0,11,1,ham
False,False,37,2,0,5,1,ham
False,False,40,3,0,3,0,ham
False,False,39,6,0,5,0,ham
False,False,22,2,0,2,0,ham
False,False,84,6,0,18,2,ham
False,False,40,3,0,5,0,ham
False,False,45,1,0,9,0,ham
False,True,106,3,0,15,0,spam
False,False,32,1,0,5,0,ham
False,False,97,5,0,18,0,ham
False,False,102,3,0,17,0,ham
False,False,34,1,0,6,2,ham
False,False,22,1,0,4,0,ham
False,False,51,1,0,9,0,ham
False,False,59,0,0,11,0,ham
False,False,33,4,0,5,0,ham
False,False,26,1,0,5,0,ham
False,False,28,1,0,5,0,ham
False,False,34,3,0,3,0,ham
False,False,44,4,0,6,0,ham
False,False,45,2,0,6,0,ham
False,False,90,2,0,17,0,ham
False,False,99,4,1,17,1,ham
False,True,163,12,1,25,0,spam
False,False,70,5,0,9,1,ham
False,False,68,2,0,13,1,ham
False,False,104,4,0,18,1,ham
